Video ID,Title,Views,Likes,Comments,Channel Title,Channel Subscribers,Video Category,Duration,Publish Date,Comment Author,Comment Text,Video Link
X3paOmcrTjQ,Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,4328023,61209,1109,Simplilearn,4840000,Education,0:04:38,2018-12-04T14:30:01.000Z,@syedasifhussain2074,Thank you soooo much you have helped me greatly in understanding this feild I was in a great amount of stress on what I should chose my older sister is also a data scientist and she told me I would be able to do it but I didn't know a single thing regarding this feild but thanks to your video and all the apps that you've recomended Inshallah I will be successfull in this Job,https://www.youtube.com/watch?v=X3paOmcrTjQ
Vqn1Vn9Pzr4,Data Analyst or Data Scientist?,58166,2346,26,codebasics,1210000,Education,0:00:29,2023-11-20T12:30:15.000Z,@sashankreddy7047,why prabas came in to this,https://www.youtube.com/watch?v=Vqn1Vn9Pzr4
Vqn1Vn9Pzr4,Data Analyst or Data Scientist?,58166,2346,26,codebasics,1210000,Education,0:00:29,2023-11-20T12:30:15.000Z,@ayushsainielite2469,just  the  thing i wanted to hear  ...,https://www.youtube.com/watch?v=Vqn1Vn9Pzr4
Vqn1Vn9Pzr4,Data Analyst or Data Scientist?,58166,2346,26,codebasics,1210000,Education,0:00:29,2023-11-20T12:30:15.000Z,@chagan6082,Thank you ❤,https://www.youtube.com/watch?v=Vqn1Vn9Pzr4
Vqn1Vn9Pzr4,Data Analyst or Data Scientist?,58166,2346,26,codebasics,1210000,Education,0:00:29,2023-11-20T12:30:15.000Z,@revatisugumaran,Can you suggest me the system specifications for the data anaylyst role? Im planning get a pc.,https://www.youtube.com/watch?v=Vqn1Vn9Pzr4
Vqn1Vn9Pzr4,Data Analyst or Data Scientist?,58166,2346,26,codebasics,1210000,Education,0:00:29,2023-11-20T12:30:15.000Z,@umesh9630,Mai bhi 25 saal tak bench pe tha fir mujhe job lagi,https://www.youtube.com/watch?v=Vqn1Vn9Pzr4
qrhRfPY4F4w,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,343667,5741,106,TEDx Talks,42400000,Nonprofits & Activism,0:09:54,2017-07-19T15:24:56.000Z,@shaikmunni2189,What r the skills that should improve to become a good data scientists,https://www.youtube.com/watch?v=qrhRfPY4F4w
qrhRfPY4F4w,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,343667,5741,106,TEDx Talks,42400000,Nonprofits & Activism,0:09:54,2017-07-19T15:24:56.000Z,@davidzuleta8062,"🎯 Key points for quick navigation:

00:00 *🧠 Percepción común del científico de datos*
- Los científicos de datos a menudo son imaginados de manera estereotípica, como hombres en batas de laboratorio involucrados en inteligencia artificial.
- La realidad es que los científicos de datos son polímatas con un espíritu emprendedor y curiosidad comparables a las de Leonardo Da Vinci.
01:24 *📊 Exponencial aumento en la generación de datos*
- Desde 2003, generamos la misma cantidad de datos cada dos días que los acumulados desde el amanecer de la humanidad hasta 2003.
- La tecnología actual nos permite procesar y analizar grandes volúmenes de datos con ayuda de inteligencia artificial y aprendizaje automático.
02:28 *🌍 Aplicaciones de Big Data en debates sociales*
- Análisis de datos para comprender y mapear debates sociales, como el Brexit, identificando comunidades y líderes influyentes.
- Predicción de agendas predominantes basada en análisis de datos.
03:48 *🌐 Impacto de Big Data en conciencia ambiental*
- En el documental de Leonardo DiCaprio sobre el cambio climático, se analizaron foros para entender qué aspectos del cambio climático generaban más debate.
- Big Data permite identificar qué secuencias visuales generan mayor impacto y discusión en redes sociales.
04:29 *👗 Predicción de tendencias en la moda*
- Análisis de fotografías en Instagram para identificar influencias y tendencias en la moda a través de los hashtags.
- Descubrimiento de patrones en las publicaciones de personas influyentes.
05:47 *🔍 La importancia del factor humano en la ciencia de datos*
- El papel insustituible del científico de datos radica en su capacidad para formular las preguntas correctas y convertir datos en insights significativos.
- La curiosidad, empatía, imaginación, creatividad, comunicación y liderazgo son fundamentales en el proceso de convertir datos en acciones concretas.

Made with HARPA AI",https://www.youtube.com/watch?v=qrhRfPY4F4w
qrhRfPY4F4w,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,343667,5741,106,TEDx Talks,42400000,Nonprofits & Activism,0:09:54,2017-07-19T15:24:56.000Z,@mhalton,The disrespect to Da Vinci!,https://www.youtube.com/watch?v=qrhRfPY4F4w
qrhRfPY4F4w,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,343667,5741,106,TEDx Talks,42400000,Nonprofits & Activism,0:09:54,2017-07-19T15:24:56.000Z,@abhimanyukarkara4218,I'm a data analyst myself and I imagined the guy in a lab coat. 😅,https://www.youtube.com/watch?v=qrhRfPY4F4w
qrhRfPY4F4w,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,343667,5741,106,TEDx Talks,42400000,Nonprofits & Activism,0:09:54,2017-07-19T15:24:56.000Z,@omarymkongo7535,"The well-being of the country is highly dependent on talent in fields such as Software development, Data science, Information Security, Nursing, Management Analysis, and Artificial Intelligence. Educating and respecting research is the basis for building a strong economy. India is an example of how investing in subjects like Data science and Artificial Intelligence contributes to the success of the economy. Let's take steps to ensure that we build our young people a solid foundation of education and skills needed for sustainable development.

Prepared by Data Scientist & Analyst Mr. Omary Mkongo.",https://www.youtube.com/watch?v=qrhRfPY4F4w
2EhRT2mOXm8,Josh Angrist: What&#39;s the Difference Between Econometrics and Data Science?,73201,1684,23,Marginal Revolution University,381000,Education,0:02:01,2020-06-16T13:08:51.000Z,@MarginalRevolutionUniversity,"This is the fifth in our Q&A video series with MIT Professor Josh Angrist in which he addresses common questions and misconceptions about econometrics.

Get updated when we release more Mastering Econometrics: https://mru.io/econometrics-subscribe-a1ea8
See Josh’s Mastering Econometrics course: https://mru.io/mastering-econometrics-58bbd
See Josh’s responses to other common questions: https://mru.io/josh-angrist-04e6a

Professor resources: https://mru.io/professor-resources-b39b3
High school teacher resources: https://mru.io/high-school-resources-c47b6",https://www.youtube.com/watch?v=2EhRT2mOXm8
2EhRT2mOXm8,Josh Angrist: What&#39;s the Difference Between Econometrics and Data Science?,73201,1684,23,Marginal Revolution University,381000,Education,0:02:01,2020-06-16T13:08:51.000Z,@richardmicah2037,"Econometrics is the real data science. Because Econmists aim to discover the behavioral patterns in data. Most of the STEM fields, on the other hand,  are only concerned with the codings that yield a predicted outcome and not the underlying behavioral patterns.",https://www.youtube.com/watch?v=2EhRT2mOXm8
2EhRT2mOXm8,Josh Angrist: What&#39;s the Difference Between Econometrics and Data Science?,73201,1684,23,Marginal Revolution University,381000,Education,0:02:01,2020-06-16T13:08:51.000Z,@saintrhemajl,We love Joshua Angrist for a reason,https://www.youtube.com/watch?v=2EhRT2mOXm8
2EhRT2mOXm8,Josh Angrist: What&#39;s the Difference Between Econometrics and Data Science?,73201,1684,23,Marginal Revolution University,381000,Education,0:02:01,2020-06-16T13:08:51.000Z,@stigbengtsson7026,Interesting!  But better sound and no background nois. Please 😎,https://www.youtube.com/watch?v=2EhRT2mOXm8
2EhRT2mOXm8,Josh Angrist: What&#39;s the Difference Between Econometrics and Data Science?,73201,1684,23,Marginal Revolution University,381000,Education,0:02:01,2020-06-16T13:08:51.000Z,@juicycosmetics,"Are you a good person? Let’s check and see! Have you ever stolen? (Even if it’s something really small or not worth much) Have you ever lied? Or have you ever looked with lust ? Now,  have you ever taken the Lords Name in vain? Have you ever hated someone?If you’ve ever done any of those things, you would be either a liar, a thief, an adulterer,(for looking with lust. See Matthew 5:28), a blasphemer(for taking Gods Name in vain), a murderer (for hating someone. See 1 John 3:15) or maybe even all of them. And that was only 5 of the Ten Commandments. Therefore Gods Standard Is Very High. The Bible Even Says That If We’ve Just Broken One Law We’re Guilty Of Breaking Them All. (James 2:10) So we have all sinned against God and  therefore deserve death.(Romans 3:23 & 6:23)That’s why A Savior Was SSent; Jesus Christ, to die for the sins of The World And Then He Rose On The 3rd Day . Through His sacrifice He Paid The Fine for our sins, and made Atonement for the sins Of The World. Now we can be made new by accepting The Gift of Salvation. In order to accept This Gift,  we must first Repent. This is a change of mind about sin  (from an embrace of sin to rejection of sin) and a Turning to God. 
Once you Repent, you can then turn to FAITH/TRUST in the Savior. A person who has truly Repented of their sin and has Trust in Christ will give evidence of a changed life. Therefore, as a Result of Salvation you’ll then produce Good Works and the Fruit of Salvation. (Reading the Word, Acts of Kindness, readiness to help, to serve, to give of oneself, The Fruits of the Spirit, etc.) You aren’t Saved by doing Good Works, but you can then produce Good Works once you are Saved!",https://www.youtube.com/watch?v=2EhRT2mOXm8
KxryzSO1Fjs,What is Data Science? | Introduction to Data Science | Data Science for Beginners | Simplilearn,550995,7532,340,Simplilearn,4840000,Education,0:49:49,2018-04-17T14:27:49.000Z,@SimplilearnOfficial,"""🔥Data Scientist Masters Program (Discount Code - YTBE15) - https://www.simplilearn.com/big-data-and-analytics/senior-data-scientist-masters-program-training?utm_campaign=KxryzSO1Fjs&utm_medium=Comments&utm_source=Youtube
🔥IITK - Professional Certificate Course in Data Science (India Only) - https://www.simplilearn.com/iitk-professional-certificate-course-data-science?utm_campaign=KxryzSO1Fjs&utm_medium=Comments&utm_source=Youtube
🔥Caltech Post Graduate Program in Data Science  - https://www.simplilearn.com/post-graduate-program-data-science?utm_campaign=KxryzSO1Fjs&utm_medium=Comments&utm_source=Youtube
🔥Brown University - Applied AI & Data Science  - https://www.simplilearn.com/applied-ai-data-science-course?utm_campaign=KxryzSO1Fjs&utm_medium=Comments&utm_source=Youtube""",https://www.youtube.com/watch?v=KxryzSO1Fjs
KxryzSO1Fjs,What is Data Science? | Introduction to Data Science | Data Science for Beginners | Simplilearn,550995,7532,340,Simplilearn,4840000,Education,0:49:49,2018-04-17T14:27:49.000Z,@VickyDoner007,Thanks for good information.,https://www.youtube.com/watch?v=KxryzSO1Fjs
KxryzSO1Fjs,What is Data Science? | Introduction to Data Science | Data Science for Beginners | Simplilearn,550995,7532,340,Simplilearn,4840000,Education,0:49:49,2018-04-17T14:27:49.000Z,@OkSid300,What if want to earn my share as solo data scientist? Without communication part.,https://www.youtube.com/watch?v=KxryzSO1Fjs
KxryzSO1Fjs,What is Data Science? | Introduction to Data Science | Data Science for Beginners | Simplilearn,550995,7532,340,Simplilearn,4840000,Education,0:49:49,2018-04-17T14:27:49.000Z,@datadoctor10,Thanks a lot sir,https://www.youtube.com/watch?v=KxryzSO1Fjs
KxryzSO1Fjs,What is Data Science? | Introduction to Data Science | Data Science for Beginners | Simplilearn,550995,7532,340,Simplilearn,4840000,Education,0:49:49,2018-04-17T14:27:49.000Z,@alfredsoso9070,great presentation,https://www.youtube.com/watch?v=KxryzSO1Fjs
9R3X0JoCLyU,The Complete Data Science Roadmap,253618,9207,256,Programming with Mosh,4350000,Education,0:06:13,2024-08-01T13:00:08.000Z,@Dembe-v6i,"degree is needed even if you are a wizard, competition is stiff out there. without a degree, you are paid peanuts no matter how good you are. why do you think academic school was created",https://www.youtube.com/watch?v=9R3X0JoCLyU
9R3X0JoCLyU,The Complete Data Science Roadmap,253618,9207,256,Programming with Mosh,4350000,Education,0:06:13,2024-08-01T13:00:08.000Z,@mikesanga7469,"you just earned a subscriber,nice job💯",https://www.youtube.com/watch?v=9R3X0JoCLyU
9R3X0JoCLyU,The Complete Data Science Roadmap,253618,9207,256,Programming with Mosh,4350000,Education,0:06:13,2024-08-01T13:00:08.000Z,@Pakhtunacademy,"https://youtu.be/KN8DAwp1RcM?si=BFXN1K_cRAoVphgG
Data science lecture",https://www.youtube.com/watch?v=9R3X0JoCLyU
9R3X0JoCLyU,The Complete Data Science Roadmap,253618,9207,256,Programming with Mosh,4350000,Education,0:06:13,2024-08-01T13:00:08.000Z,@MalayPaul-qc3pe,"IITM BS degree in DS and application, ANYONE ?",https://www.youtube.com/watch?v=9R3X0JoCLyU
9R3X0JoCLyU,The Complete Data Science Roadmap,253618,9207,256,Programming with Mosh,4350000,Education,0:06:13,2024-08-01T13:00:08.000Z,@ryuzaki_ray,Can a 31 years old electrical engineering grad like me become a Data Scientist in just 3 years? I mean I consider to change my career now.,https://www.youtube.com/watch?v=9R3X0JoCLyU
T08eJt9DlgU,Data Scientist vs Data Analyst - Which Is Right For You? (2024),92083,2455,51,CareerFoundry,280000,Education,0:07:02,2022-03-24T10:39:28.000Z,@sale7680,❤❤,https://www.youtube.com/watch?v=T08eJt9DlgU
T08eJt9DlgU,Data Scientist vs Data Analyst - Which Is Right For You? (2024),92083,2455,51,CareerFoundry,280000,Education,0:07:02,2022-03-24T10:39:28.000Z,@anthonyoliveti5548,I saw the video preview and I thought this guy was Aaron Paul (Jesse Pinkman) at first!,https://www.youtube.com/watch?v=T08eJt9DlgU
T08eJt9DlgU,Data Scientist vs Data Analyst - Which Is Right For You? (2024),92083,2455,51,CareerFoundry,280000,Education,0:07:02,2022-03-24T10:39:28.000Z,@smrasedujjaman2372,Thank you.. clear this complex topic,https://www.youtube.com/watch?v=T08eJt9DlgU
T08eJt9DlgU,Data Scientist vs Data Analyst - Which Is Right For You? (2024),92083,2455,51,CareerFoundry,280000,Education,0:07:02,2022-03-24T10:39:28.000Z,@PopoolaJoseph,You're quite eloquent.,https://www.youtube.com/watch?v=T08eJt9DlgU
T08eJt9DlgU,Data Scientist vs Data Analyst - Which Is Right For You? (2024),92083,2455,51,CareerFoundry,280000,Education,0:07:02,2022-03-24T10:39:28.000Z,@yilinmichel,"EXCELLENT PRESENTATION. CLEAR, SIMPLE, PRECISE...
CONGRATULATIONS! 
THANK YOU VERY MUCH.",https://www.youtube.com/watch?v=T08eJt9DlgU
CIdSwQqRKc4,Data Science Jobs Explained in 5 Minutes,19526,714,31,365 Data Science,334000,Education,0:05:29,2022-10-06T16:03:29.000Z,@365DataScience,🚀Sign up for Our Complete Data Science Training with 57% OFF: https://bit.ly/3sGBk7a,https://www.youtube.com/watch?v=CIdSwQqRKc4
CIdSwQqRKc4,Data Science Jobs Explained in 5 Minutes,19526,714,31,365 Data Science,334000,Education,0:05:29,2022-10-06T16:03:29.000Z,@Boat-xs8lm,Thank you for this lovely video,https://www.youtube.com/watch?v=CIdSwQqRKc4
CIdSwQqRKc4,Data Science Jobs Explained in 5 Minutes,19526,714,31,365 Data Science,334000,Education,0:05:29,2022-10-06T16:03:29.000Z,@BismaAli-ph1hj,This video is very helpfull for every bignner❤❤,https://www.youtube.com/watch?v=CIdSwQqRKc4
CIdSwQqRKc4,Data Science Jobs Explained in 5 Minutes,19526,714,31,365 Data Science,334000,Education,0:05:29,2022-10-06T16:03:29.000Z,@ibrahiimycl,"I am looking for a colleague to advance in the field of data science, someone I can exchange ideas with and learn together",https://www.youtube.com/watch?v=CIdSwQqRKc4
CIdSwQqRKc4,Data Science Jobs Explained in 5 Minutes,19526,714,31,365 Data Science,334000,Education,0:05:29,2022-10-06T16:03:29.000Z,@x80085k,So im assuming you’re a data scientist?,https://www.youtube.com/watch?v=CIdSwQqRKc4
Vxw0nE1qfZc,Data Scientist vs. AI Engineer,217227,7336,167,IBM Technology,1040000,Education,0:10:39,2024-05-13T11:00:20.000Z,@ZeryusXD,This guy's presentation and delivery are really good 🔥,https://www.youtube.com/watch?v=Vxw0nE1qfZc
Vxw0nE1qfZc,Data Scientist vs. AI Engineer,217227,7336,167,IBM Technology,1040000,Education,0:10:39,2024-05-13T11:00:20.000Z,@futureceltic00,"Very good explanation. However, do you think data scientists will be ""phased out"" in favor of AI engineers?",https://www.youtube.com/watch?v=Vxw0nE1qfZc
Vxw0nE1qfZc,Data Scientist vs. AI Engineer,217227,7336,167,IBM Technology,1040000,Education,0:10:39,2024-05-13T11:00:20.000Z,@wendyishere,This is one of the best videos on this topic. Thanks for creating it!,https://www.youtube.com/watch?v=Vxw0nE1qfZc
Vxw0nE1qfZc,Data Scientist vs. AI Engineer,217227,7336,167,IBM Technology,1040000,Education,0:10:39,2024-05-13T11:00:20.000Z,@onelove8062,Are you writing backwards dawg,https://www.youtube.com/watch?v=Vxw0nE1qfZc
Vxw0nE1qfZc,Data Scientist vs. AI Engineer,217227,7336,167,IBM Technology,1040000,Education,0:10:39,2024-05-13T11:00:20.000Z,,"If you’re feeling discouraged or frustrated on your journey to becoming an AI engineer, just take a peek at the comments section where people are convinced this guy actually writes backwards.",https://www.youtube.com/watch?v=Vxw0nE1qfZc
A83VFyWVYQk,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,99194,4213,21,SCALER,316000,Education,0:00:52,2022-09-30T13:30:02.000Z,@SCALER,Check out our FREE masterclasses from industry-leading experts here: https://www.scaler.com/events,https://www.youtube.com/watch?v=A83VFyWVYQk
A83VFyWVYQk,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,99194,4213,21,SCALER,316000,Education,0:00:52,2022-09-30T13:30:02.000Z,@HI-um4ww,Who earns more?,https://www.youtube.com/watch?v=A83VFyWVYQk
A83VFyWVYQk,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,99194,4213,21,SCALER,316000,Education,0:00:52,2022-09-30T13:30:02.000Z,@meee707,which one is good ml or ds,https://www.youtube.com/watch?v=A83VFyWVYQk
A83VFyWVYQk,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,99194,4213,21,SCALER,316000,Education,0:00:52,2022-09-30T13:30:02.000Z,@DIY_Foodie,"ai comes next step after data science....

data science - python, pandas, numpy, matplotlib, Statics, sql, and all ml algorithms.

ai - above data science + deep learning (nn, nlp, transformers) etc",https://www.youtube.com/watch?v=A83VFyWVYQk
A83VFyWVYQk,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,99194,4213,21,SCALER,316000,Education,0:00:52,2022-09-30T13:30:02.000Z,@sujithas8942,I'm so confused of choosing between data science and ai . can you tell me what can I take for my career path between these two. And also which technology is goona  be create massive changes in  future!!,https://www.youtube.com/watch?v=A83VFyWVYQk
-8A6SM7wDUo,Data Analyst vs Data Scientist | Difference between Data Analyst and Data Scientist | Must Watch,28901,1018,5,Analytics Vidhya,95900,Education,0:00:56,2024-01-21T15:00:00.000Z,@Analyticsvidhya,"Book FREE 1:1 Mentorship for Gen AI / Data Science
Link 🔗 https://bit.ly/4d2S2iP",https://www.youtube.com/watch?v=-8A6SM7wDUo
-8A6SM7wDUo,Data Analyst vs Data Scientist | Difference between Data Analyst and Data Scientist | Must Watch,28901,1018,5,Analytics Vidhya,95900,Education,0:00:56,2024-01-21T15:00:00.000Z,@karthikkkkkkk,takling ling,https://www.youtube.com/watch?v=-8A6SM7wDUo
-8A6SM7wDUo,Data Analyst vs Data Scientist | Difference between Data Analyst and Data Scientist | Must Watch,28901,1018,5,Analytics Vidhya,95900,Education,0:00:56,2024-01-21T15:00:00.000Z,@ahmedazeem7566,MBA finance students are eligible to take Data Analyst or Data scientist course  ?,https://www.youtube.com/watch?v=-8A6SM7wDUo
-8A6SM7wDUo,Data Analyst vs Data Scientist | Difference between Data Analyst and Data Scientist | Must Watch,28901,1018,5,Analytics Vidhya,95900,Education,0:00:56,2024-01-21T15:00:00.000Z,@grant178,Cool video!,https://www.youtube.com/watch?v=-8A6SM7wDUo
pRe6NIL56gg,Data Scientist vs Data Engineer 🔥 Epic Battle of Data Science 01,89152,2890,73,Analytics Vidhya,95900,Education,0:01:00,2023-05-27T12:30:32.000Z,@Analyticsvidhya,"Book FREE 1:1 Mentorship for Gen AI / Data Science
Link 🔗 https://bit.ly/4d2S2iP",https://www.youtube.com/watch?v=pRe6NIL56gg
pRe6NIL56gg,Data Scientist vs Data Engineer 🔥 Epic Battle of Data Science 01,89152,2890,73,Analytics Vidhya,95900,Education,0:01:00,2023-05-27T12:30:32.000Z,@ShaikYasmeen-z1y,😂 u are not a data scientist until u feel like data scientist is better than data analyst,https://www.youtube.com/watch?v=pRe6NIL56gg
